xserver-xorg-video-all	1:7.7+23ubuntu3
xserver-xorg-video-amdgpu	23.0.0-1ubuntu0.24.04.1
xserver-xorg-video-ati	1:22.0.0-1build1
xserver-xorg-video-fbdev	1:0.5.0-2build2
xserver-xorg-video-intel	2:2.99.917+git20210115-1build1
xserver-xorg-video-nouveau	1:1.0.17-2ubuntu0.1
xserver-xorg-video-qxl	0.1.6-1build1
xserver-xorg-video-radeon	1:22.0.0-1build1
xserver-xorg-video-vesa	1:2.6.0-1ubuntu0.1
xserver-xorg-video-vmware	1:13.4.0-1build1
xsettingsd	1.0.2-1build1
xwayland	2:23.2.6-1ubuntu0.8
xxd	2:9.1.0016-1ubuntu7.17
xz-utils	5.6.1+really5.4.5-1ubuntu0.3
yaru-theme-gnome-shell	24.04.2-0ubuntu1
yaru-theme-gtk	24.04.2-0ubuntu1
yaru-theme-icon	24.04.2-0ubuntu1
yaru-theme-sound	24.04.2-0ubuntu1
yelp	42.2-1ubuntu0.24.04.1
yelp-xsl	42.1-2ubuntu0.24.04.1
zenity	4.0.1-1build3
zenity-common	4.0.1-1build3
zip	3.0-13ubuntu0.2
zlib1g:amd64	1:1.3.dfsg-3.1ubuntu2.1
zlib1g-dev:amd64	1:1.3.dfsg-3.1ubuntu2.1
zstd	1.5.5+dfsg2-2build1.1
